,q0001,q0002,q0004_0001,q0004_0002,q0004_0003,q0004_0004,q0004_0005,q0004_0006,q0005,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_0006,q0007_0007,q0007_0008,q0007_0009,q0007_0010,q0007_0011,q0008_0001,q0008_0002,q0008_0003,q0008_0004,q0008_0005,q0008_0006,q0008_0007,q0008_0008,q0008_0009,q0008_0010,q0008_0011,q0008_0012,q0009,q0010_0001,q0010_0002,q0010_0003,q0010_0004,q0010_0005,q0010_0006,q0010_0007,q0010_0008,q0011_0001,q0011_0002,q0011_0003,q0011_0004,q0011_0005,q0012_0001,q0012_0002,q0012_0003,q0012_0004,q0012_0005,q0012_0006,q0012_0007,q0013,q0014,q0015,q0017,q0018,q0019_0001,q0019_0002,q0019_0003,q0019_0004,q0019_0005,q0019_0006,q0019_0007,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0021_0001,q0021_0002,q0021_0003,q0021_0004,q0022,q0024,q0025_0001,q0025_0002,q0025_0003,q0026,q0028,q0029,q0030,q0034,q0035,q0036,race2,racethn4,education,age3,kids,orientation,weight
493,Somewhat masculine,Not too important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,No,Sometimes,Sometimes,Rarely,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Rarely,Often,"Never, but open to it",Sometimes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,No,No,Sometimes,,,,,,,,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Divorced,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,Post graduate degree,Pennsylvania,"$75,000-$99,999",Middle Atlantic,Windows Desktop / Laptop,White,White,Post graduate degree,35 - 64,Has children,Straight,0.05810499400000001
494,Somewhat masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Not selected,Pop culture,Friends,Not selected,No,Sometimes,Sometimes,Often,Sometimes,Rarely,Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Sometimes,Not selected,Your weight,Your hair or hairline,Not selected,Not selected,Your clothing or style,Sexual performance or amount of sex,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Men make more money,Men are taken more seriously,Not selected,Men have more promotion/professional development opportunities,Not selected,Not selected,Not selected,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Reached out to the victim to offer support,Not selected,Not selected,Not selected,,A lot,No,Yes,Often,Not selected,You make more money than your date,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Contacted a past sexual partner to ask whether you went too far in any of you sexual encounters.,Not selected,No,Married,Not selected,Not selected,No children,Straight,White,Some college,Mississippi,"$75,000-$99,999",East South Central,Windows Desktop / Laptop,White,White,Some college,35 - 64,No children,Straight,0.780180584
495,Somewhat masculine,Very important,Father or father figure(s),Not selected,Other family members,Not selected,Not selected,Other (please specify),No,Sometimes,Often,"Never, and not open to it",Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Sometimes,Sometimes,Often,Often,Not selected,Your weight,Not selected,Not selected,Not selected,Your clothing or style,Not selected,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Men make more money,Men are taken more seriously,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,No,Yes,Often,It?s the right thing to do,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay",Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Never married,Not selected,Not selected,No children,Bisexual,White,Post graduate degree,Pennsylvania,"$10,000-$24,999",Middle Atlantic,iOS Phone / Tablet,White,White,Post graduate degree,35 - 64,No children,Gay/Bisexual,0.05810499400000001
496,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Not selected,Friends,Not selected,Yes,Sometimes,Rarely,Rarely,Rarely,"Never, but open to it",Often,"Never, and not open to it",Sometimes,Often,"Never, but open to it",Sometimes,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Men make more money,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Other (please specify),Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,Some,No,Yes,Always,It?s the right thing to do,You make more money than your date,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,"Yes, one or more children under 18","Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Georgia,"$125,000-$149,999",South Atlantic,Windows Desktop / Laptop,White,White,College or more,35 - 64,Has children,Straight,0.808261123
497,Somewhat masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Not selected,Not selected,No,Sometimes,Sometimes,Rarely,"Never, but open to it",Rarely,Sometimes,"Never, and not open to it",Sometimes,Rarely,"Never, but open to it",Rarely,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Not selected,Not selected,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Often,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Make a physical move to see how they react,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Maryland,"$50,000-$74,999",South Atlantic,MacOS Desktop / Laptop,White,White,College or more,65 and up,Has children,Straight,0.788585623
498,Very masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,No,Rarely,Rarely,Rarely,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Often,Rarely,Rarely,Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,No,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Some college,Ohio,"$100,000-$124,999",East North Central,Windows Desktop / Laptop,White,White,Some college,35 - 64,Has children,Straight,1.3305245829999999
499,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Pop culture,Not selected,Not selected,Yes,Sometimes,Sometimes,Rarely,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it","Never, and not open to it",Sometimes,"Never, but open to it",Sometimes,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Not selected,Men have more choice,Men have more promotion/professional development opportunities,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,No,Yes,Always,It?s the right thing to do,Not selected,Not selected,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Some college,Florida,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop,White,White,Some college,35 - 64,Has children,Straight,0.656781403
500,Somewhat masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Not selected,Pop culture,Friends,Not selected,No,Sometimes,Rarely,Rarely,Rarely,"Never, and not open to it",Sometimes,"Never, but open to it",Rarely,Often,"Never, but open to it",Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,Not selected,Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Managers want to hire and promote women,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,Some,No,No,Always,It?s the right thing to do,You make more money than your date,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",You try to pay to see if the other person will offer to share in the cost,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Pennsylvania,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop,White,White,College or more,35 - 64,Has children,Straight,0.481730211
501,Very masculine,Somewhat important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,Often,Often,Often,Often,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Often,Sometimes,Sometimes,Not selected,Your weight,Your hair or hairline,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Not employed, NOT looking for work",,,,,,,,,,,,,,,,,,,,,,,,Yes,Always,It?s the right thing to do,Not selected,Not selected,"Societal expectations, even though you don?t always think you should have to pay",Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Yes,Divorced,Not selected,Not selected,No children,Straight,White,Post graduate degree,Tennessee,"$25,000-$49,999",East South Central,iOS Phone / Tablet,White,White,Post graduate degree,65 and up,No children,Straight,0.066180659
502,Very masculine,Very important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Often,"Never, and not open to it",Often,Rarely,Rarely,"Never, but open to it",Your height,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Sometimes,,,,,,,,Not selected,Ask for a verbal confirmation of consent,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,Black,High school or G.E.D.,Indiana,Prefer not to answer,East North Central,Android Phone / Tablet,Non-white,Black,High school or less,35 - 64,Has children,Straight,2.4884203169999997
503,Not very masculine,Not too important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Sometimes,Sometimes,Often,Sometimes,"Never, and not open to it","Never, and not open to it",Often,"Never, and not open to it","Never, but open to it","Never, but open to it",Rarely,Not selected,Your weight,Your hair or hairline,Not selected,Not selected,Your clothing or style,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,Yes,No,Sometimes,,,,,,,,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Make a physical move to see how they react,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,"Yes, one or more children under 18",Not selected,Not selected,Gay,Hispanic,Some college,California,Prefer not to answer,Pacific,Windows Desktop / Laptop,Non-white,Hispanic,Some college,35 - 64,Has children,Gay/Bisexual,1.852407535
504,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Other family members,Not selected,Not selected,Not selected,Yes,Sometimes,Sometimes,Sometimes,Often,"Never, but open to it",Often,"Never, and not open to it",Rarely,Sometimes,Often,Sometimes,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Contacted the HR department,Contacted the manager of the accused person,Reached out to the victim to offer support,Not selected,Not selected,Not selected,,A lot,Yes,No,Sometimes,,,,,,,,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Wondered whether you pushed a partner too far in a past sexual encounter.,Not selected,Not selected,Not selected,Yes,Divorced,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,College graduate,Oregon,Prefer not to answer,Pacific,Windows Desktop / Laptop,White,White,College or more,35 - 64,Has children,Straight,0.457000015
505,Very masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Friends,Not selected,No,Sometimes,Sometimes,Rarely,Rarely,"Never, but open to it",Often,"Never, and not open to it",Often,Rarely,Sometimes,Sometimes,Not selected,Your weight,Your hair or hairline,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,Nothing at all,,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Divorced,Not selected,Not selected,No children,Straight,White,Associate's degree,Pennsylvania,"$10,000-$24,999",Middle Atlantic,Windows Desktop / Laptop,White,White,Some college,35 - 64,No children,Straight,1.368514529
506,Very masculine,Very important,Father or father figure(s),Mother or mother figure(s),Not selected,Pop culture,Not selected,Not selected,Yes,Sometimes,Often,Sometimes,"Never, but open to it","Never, and not open to it",Sometimes,"Never, but open to it",Sometimes,Sometimes,Sometimes,Rarely,Not selected,Not selected,Not selected,Your physique,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Divorced,Not selected,"Yes, one or more children 18 or older",Not selected,Other,White,Post graduate degree,New York,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet,White,White,Post graduate degree,65 and up,Has children,Other,0.069031279
507,Somewhat masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Pop culture,Friends,Not selected,Yes,Rarely,Rarely,Rarely,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Rarely,Rarely,Often,Not selected,Your weight,Your hair or hairline,Your physique,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,No,No,Always,It?s the right thing to do,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,Other,High school or G.E.D.,Texas,"$25,000-$49,999",West South Central,Windows Desktop / Laptop,Non-white,Other,High school or less,65 and up,Has children,Straight,1.817001859
508,Somewhat masculine,Very important,Father or father figure(s),Not selected,Not selected,Pop culture,Friends,Not selected,Yes,Often,Sometimes,Rarely,Rarely,Rarely,"Never, but open to it","Never, and not open to it",Rarely,Sometimes,Sometimes,Often,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Always,It?s the right thing to do,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Never married,Not selected,Not selected,No children,Straight,White,Some college,New Jersey,"$10,000-$24,999",New England,iOS Phone / Tablet,White,White,Some college,35 - 64,No children,Straight,0.8795406729999999
509,Not very masculine,Not too important,Not selected,Not selected,Not selected,Pop culture,Not selected,Not selected,Yes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,"Never, and not open to it",Rarely,Rarely,"Never, and not open to it",Often,Your height,Your weight,Your hair or hairline,Your physique,Appearance of your genitalia,Your clothing or style,Sexual performance or amount of sex,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Men make more money,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,Men are explicitly praised more often,Men generally have more support from their managers,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,No,Yes,Rarely,,,,,,,,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Wondered whether you pushed a partner too far in a past sexual encounter.,Talked with a friend or friends about whether you pushed a partner too far.,Contacted a past sexual partner to ask whether you went too far in any of you sexual encounters.,Not selected,No,Never married,Not selected,Not selected,No children,Straight,White,Post graduate degree,Louisiana,"$10,000-$24,999",West South Central,MacOS Desktop / Laptop,White,White,Post graduate degree,18 - 34,No children,Straight,0.17516148399999998
510,Very masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Not selected,Not selected,No,Sometimes,Sometimes,Sometimes,Rarely,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Often,"Never, but open to it","Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,No,Yes,Often,Not selected,You make more money than your date,You feel good about being the one who pays,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,Not selected,No children,Straight,White,College graduate,Minnesota,"$75,000-$99,999",West North Central,Windows Desktop / Laptop,White,White,College or more,18 - 34,No children,Straight,1.7962635880000002
511,Somewhat masculine,Somewhat important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,Sometimes,Sometimes,Often,Sometimes,"Never, and not open to it","Never, but open to it",Rarely,Rarely,Often,Sometimes,Sometimes,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Not selected,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Sometimes,,,,,,,,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Never married,Not selected,Not selected,No children,Gay,White,Post graduate degree,Colorado,"$75,000-$99,999",Mountain,MacOS Desktop / Laptop,White,White,Post graduate degree,35 - 64,No children,Gay/Bisexual,0.058890257
512,Very masculine,Not at all important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Not selected,Other (please specify),Yes,Often,Often,Rarely,Rarely,Rarely,Sometimes,"Never, and not open to it",Sometimes,Often,"Never, but open to it",Sometimes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,Not selected,Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,Only a little,No,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Ask for a verbal confirmation of consent,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Separated,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Montana,Prefer not to answer,Mountain,Windows Desktop / Laptop,White,White,Post graduate degree,35 - 64,Has children,Straight,0.019744451
513,Somewhat masculine,Not at all important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,Sometimes,Sometimes,"Never, but open to it",Sometimes,"Never, and not open to it","Never, but open to it","Never, and not open to it",Often,Sometimes,Sometimes,Rarely,Your height,Your weight,Not selected,Your physique,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Always,Not selected,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay",Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Some college,Florida,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop,White,White,Some college,65 and up,Has children,Straight,0.635442753
514,Very masculine,Very important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,No,Often,Sometimes,Often,"Never, but open to it","Never, but open to it",Often,"Never, and not open to it",Often,Often,Sometimes,Sometimes,Not selected,Your weight,Your hair or hairline,Your physique,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Not employed, looking for work",,,,,,,,,,,,,,,,,,,,,,,,Yes,Sometimes,,,,,,,,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,Post graduate degree,Colorado,Prefer not to answer,Mountain,Windows Desktop / Laptop,White,White,Post graduate degree,65 and up,Has children,Straight,0.057221750999999994
515,Very masculine,Very important,Not selected,Not selected,Other family members,Not selected,Not selected,Not selected,Yes,Rarely,Sometimes,Sometimes,Sometimes,"Never, but open to it",Sometimes,"Never, and not open to it",Sometimes,Rarely,Rarely,Often,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,Yes,Yes,Always,It?s the right thing to do,Not selected,You feel good about being the one who pays,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Yes,Divorced,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,High school or G.E.D.,Florida,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,White,White,High school or less,35 - 64,Has children,Straight,2.120514144
516,Very masculine,Not at all important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Not selected,Not selected,Yes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Often,"Never, and not open to it",Often,Sometimes,Rarely,"Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,Some,No,Yes,Sometimes,,,,,,,,Not selected,Not selected,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Never married,Not selected,Not selected,No children,Other,White,Some college,Pennsylvania,"$50,000-$74,999",Middle Atlantic,iOS Phone / Tablet,White,White,Some college,35 - 64,No children,Other,0.579332702
517,Somewhat masculine,Not too important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,Sometimes,Often,Sometimes,Often,"Never, and not open to it",Often,"Never, and not open to it",Rarely,Sometimes,Sometimes,Sometimes,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Not selected,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,No,Always,It?s the right thing to do,Not selected,You feel good about being the one who pays,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Delaware,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet,White,White,Post graduate degree,65 and up,Has children,Straight,0.076678628
